Fecha;Provincia;Consumo energético (kWh/m²);Media de residentes;Potencia contratada (kW);Tipo de vivienda
2024-01-10;Almería;286.87;1.6;5.5;Casa unifamiliar
2024-01-10;Asturias;236.39;3.4;4.4;Piso
2024-01-10;Ávila;138.34;3.5;3.3;Dúplex
2024-01-10;Badajoz;291.52;4.7;6.6;Casa unifamiliar
2024-01-10;Baleares;211.43;3.1;7.7;Piso
2024-01-10;Barcelona;84.94;4.3;3.3;Adosado
2024-01-10;Burgos;144.85;3.3;3.3;Adosado
2024-01-10;Cáceres;209.86;2.0;4.4;Casa unifamiliar
2024-01-10;Cádiz;167.02;4.6;7.7;Casa unifamiliar
2024-01-10;Cantabria;221.77;3.6;4.4;Piso
2024-01-10;Castellón;294.84;3.3;6.6;Piso
2024-01-10;Ciudad Real;299.16;2.7;5.5;Dúplex
2024-01-10;Córdoba;214.09;1.2;6.6;Piso
2024-01-10;La Coruña;238.64;2.5;3.3;Casa unifamiliar
2024-01-10;Cuenca;126.62;3.0;3.3;Dúplex
2024-01-10;Gerona;76.31;4.9;5.5;Dúplex
2024-01-10;Granada;228.47;3.9;5.5;Dúplex
2024-01-10;Guadalajara;67.98;3.7;4.4;Piso
2024-01-10;Guipúzcoa;166.61;3.7;4.4;Piso
2024-01-10;Huelva;228.47;1.5;3.3;Casa unifamiliar
2024-01-10;Huesca;257.0;3.8;3.3;Adosado
2024-01-10;Jaén;166.73;4.8;4.4;Adosado
2024-01-10;León;237.32;3.8;7.7;Adosado
2024-01-10;Lérida;269.8;3.5;6.6;Adosado
2024-01-10;Lugo;25.54;1.4;7.7;Piso
2024-01-10;Madrid;47.65;1.8;3.3;Dúplex
2024-01-10;Málaga;144.06;3.1;7.7;Dúplex
2024-01-10;Murcia;208.72;1.1;5.5;Dúplex
2024-01-10;Navarra;29.33;3.7;6.6;Casa unifamiliar
2024-01-10;Orense;99.44;1.3;3.3;Adosado
2024-01-10;Palencia;234.63;4.5;5.5;Adosado
2024-01-10;Las Palmas;102.94;2.6;6.6;Casa unifamiliar
2024-01-10;Pontevedra;273.51;2.1;3.3;Casa unifamiliar
2024-01-10;La Rioja;273.49;1.7;4.4;Piso
2024-01-10;Salamanca;193.48;1.3;4.4;Casa unifamiliar
2024-01-10;Segovia;133.39;2.9;7.7;Adosado
2024-01-10;Sevilla;119.46;3.7;5.5;Casa unifamiliar
2024-01-10;Soria;280.69;4.8;7.7;Adosado
2024-01-10;Tarragona;299.18;2.8;5.5;Adosado
2024-01-10;Santa Cruz de Tenerife;253.31;4.8;5.5;Dúplex
2024-01-10;Teruel;209.77;2.9;4.4;Adosado
2024-01-10;Toledo;125.76;1.3;6.6;Casa unifamiliar
2024-01-10;Valencia;261.13;2.8;5.5;Dúplex
2024-01-10;Valladolid;227.58;3.5;3.3;Adosado
2024-01-10;Vizcaya;228.21;3.9;7.7;Adosado
2024-01-10;Zamora;130.9;3.0;5.5;Piso
2024-01-10;Zaragoza;266.94;4.4;7.7;Dúplex
2024-01-11;Álava;49.05;2.1;5.5;Adosado
2024-01-11;Albacete;115.34;5.0;5.5;Adosado
2024-01-11;Alicante;74.46;3.4;5.5;Casa unifamiliar
2024-01-11;Almería;256.54;1.0;5.5;Adosado
2024-01-11;Asturias;69.88;1.8;5.5;Adosado
2024-01-11;Ávila;112.84;2.4;4.4;Adosado
2024-01-11;Badajoz;157.1;3.8;3.3;Piso
2024-01-11;Baleares;235.71;4.0;4.4;Casa unifamiliar
2024-01-11;Barcelona;140.18;1.3;6.6;Dúplex
2024-01-11;Burgos;280.46;3.0;3.3;Piso
2024-01-11;Cáceres;71.42;2.4;6.6;Piso
2024-01-11;Cádiz;129.51;2.7;4.4;Piso
2024-01-11;Cantabria;239.47;4.4;6.6;Adosado
2024-01-11;Castellón;65.79;4.0;5.5;Piso
2024-01-11;Ciudad Real;292.61;2.0;4.4;Dúplex
2024-01-11;Córdoba;298.09;3.5;7.7;Dúplex
2024-01-11;La Coruña;265.31;2.1;4.4;Dúplex
2024-01-11;Cuenca;112.05;2.0;5.5;Dúplex
2024-01-11;Gerona;39.12;4.6;5.5;Dúplex
2024-01-11;Granada;100.81;1.3;6.6;Adosado
2024-01-11;Guadalajara;210.54;3.1;7.7;Piso
2024-01-11;Guipúzcoa;175.82;3.5;6.6;Adosado
2024-01-11;Huelva;35.42;4.6;4.4;Dúplex
2024-01-11;Huesca;182.44;1.9;4.4;Dúplex
2024-01-11;Jaén;253.66;4.1;5.5;Piso
2024-01-11;León;41.33;3.9;6.6;Adosado
2024-01-11;Lérida;237.06;1.9;3.3;Adosado
2024-01-11;Lugo;246.91;3.4;4.4;Piso
2024-01-11;Madrid;42.98;2.0;6.6;Casa unifamiliar
2024-01-11;Málaga;184.59;2.4;7.7;Piso
2024-01-11;Murcia;239.23;3.8;5.5;Piso
2024-01-11;Navarra;121.99;4.9;3.3;Dúplex
2024-01-11;Orense;184.96;1.9;4.4;Adosado
2024-01-11;Palencia;176.12;4.0;4.4;Dúplex
2024-01-11;Las Palmas;191.14;2.6;5.5;Dúplex
2024-01-11;Pontevedra;128.46;4.1;5.5;Piso
2024-01-11;La Rioja;235.11;4.5;5.5;Casa unifamiliar
2024-01-11;Salamanca;49.67;1.8;6.6;Piso
2024-01-11;Segovia;159.5;2.0;6.6;Piso
2024-01-11;Sevilla;78.71;3.1;6.6;Adosado
2024-01-11;Soria;251.77;4.9;6.6;Casa unifamiliar
2024-01-11;Tarragona;159.06;3.7;3.3;Dúplex
2024-01-11;Santa Cruz de Tenerife;47.33;1.3;5.5;Dúplex
2024-01-11;Teruel;152.22;1.5;4.4;Piso
2024-01-11;Toledo;274.12;2.0;6.6;Dúplex
2024-01-11;Valencia;186.88;3.8;6.6;Dúplex
2024-01-11;Valladolid;85.6;1.2;7.7;Casa unifamiliar
2024-01-11;Vizcaya;199.21;4.4;6.6;Casa unifamiliar
2024-01-11;Zamora;52.1;1.5;5.5;Piso
2024-01-11;Zaragoza;45.79;3.1;4.4;Piso
2024-01-12;Álava;187.89;4.6;7.7;Adosado
2024-01-12;Albacete;199.74;3.0;7.7;Casa unifamiliar
2024-01-12;Alicante;43.3;4.3;6.6;Piso
2024-01-12;Almería;59.15;1.8;4.4;Dúplex
2024-01-12;Asturias;240.96;2.5;6.6;Dúplex
2024-01-12;Ávila;158.88;2.7;4.4;Dúplex
2024-01-12;Badajoz;112.71;5.0;4.4;Adosado
2024-01-12;Baleares;39.04;3.5;5.5;Adosado
2024-01-12;Barcelona;168.12;1.5;3.3;Casa unifamiliar
2024-01-12;Burgos;64.4;1.7;6.6;Dúplex
2024-01-12;Cáceres;59.55;3.7;7.7;Dúplex
2024-01-12;Cádiz;143.71;1.8;4.4;Adosado
2024-01-12;Cantabria;113.43;4.3;6.6;Adosado
2024-01-12;Castellón;248.86;3.3;6.6;Dúplex
2024-01-12;Ciudad Real;181.84;4.5;4.4;Piso
2024-01-12;Córdoba;149.26;2.3;7.7;Adosado
2024-01-12;La Coruña;53.09;4.1;6.6;Adosado
2024-01-12;Cuenca;245.72;1.9;5.5;Dúplex
2024-01-12;Gerona;214.55;2.2;7.7;Dúplex
2024-01-12;Granada;103.44;2.9;6.6;Piso
2024-01-12;Guadalajara;55.9;2.3;3.3;Casa unifamiliar
2024-01-12;Guipúzcoa;99.61;2.5;4.4;Adosado
2024-01-12;Huelva;179.5;3.7;3.3;Dúplex
2024-01-12;Huesca;278.57;3.4;6.6;Dúplex
2024-01-12;Jaén;110.77;3.9;3.3;Adosado
2024-01-12;León;108.51;1.9;3.3;Adosado
2024-01-12;Lérida;286.96;3.3;7.7;Piso
2024-01-12;Lugo;168.38;2.8;5.5;Adosado
2024-01-12;Madrid;284.04;5.0;6.6;Casa unifamiliar
2024-01-12;Málaga;94.1;2.7;6.6;Casa unifamiliar
2024-01-12;Murcia;225.98;2.8;4.4;Piso
2024-01-12;Navarra;198.09;4.6;7.7;Adosado
2024-01-12;Orense;22.74;3.1;6.6;Dúplex
2024-01-12;Palencia;139.74;3.1;6.6;Adosado
2024-01-12;Las Palmas;152.68;3.7;7.7;Adosado
2024-01-12;Pontevedra;164.72;1.1;5.5;Dúplex
2024-01-12;La Rioja;142.12;4.2;5.5;Casa unifamiliar
2024-01-12;Salamanca;184.89;1.9;4.4;Dúplex
2024-01-12;Segovia;136.12;2.2;3.3;Casa unifamiliar
2024-01-12;Sevilla;40.53;4.2;7.7;Adosado
2024-01-12;Soria;205.34;3.9;3.3;Casa unifamiliar
2024-01-12;Tarragona;260.05;2.8;6.6;Dúplex
2024-01-12;Santa Cruz de Tenerife;180.47;1.7;6.6;Adosado
2024-01-12;Teruel;227.74;1.8;5.5;Dúplex
2024-01-12;Toledo;170.24;2.6;5.5;Piso
2024-01-12;Valencia;260.25;2.5;6.6;Adosado
2024-01-12;Valladolid;135.02;3.2;4.4;Dúplex
2024-01-12;Vizcaya;144.62;1.3;6.6;Dúplex
2024-01-12;Zamora;189.32;3.2;7.7;Piso
2024-01-12;Zaragoza;61.06;4.2;5.5;Dúplex
2024-01-13;Álava;158.69;4.4;3.3;Casa unifamiliar
2024-01-13;Albacete;190.78;4.5;4.4;Piso
2024-01-13;Alicante;114.52;4.1;7.7;Casa unifamiliar
2024-01-13;Almería;288.46;1.4;7.7;Dúplex
2024-01-13;Asturias;299.73;4.9;6.6;Adosado
2024-01-13;Ávila;23.23;2.6;4.4;Dúplex
2024-01-13;Badajoz;157.38;2.3;5.5;Adosado
2024-01-13;Baleares;252.98;3.9;7.7;Adosado
2024-01-13;Barcelona;163.36;4.1;7.7;Casa unifamiliar
2024-01-13;Burgos;33.39;4.3;5.5;Piso
2024-01-13;Cáceres;140.57;1.8;6.6;Dúplex
2024-01-13;Cádiz;138.02;3.1;7.7;Casa unifamiliar
2024-01-13;Cantabria;108.18;3.1;7.7;Adosado
2024-01-13;Castellón;148.68;3.4;7.7;Piso
2024-01-13;Ciudad Real;161.46;1.9;4.4;Adosado
2024-01-13;Córdoba;33.63;4.9;6.6;Dúplex
2024-01-13;La Coruña;145.9;2.5;5.5;Dúplex
2024-01-13;Cuenca;167.59;2.2;3.3;Piso
2024-01-13;Gerona;74.86;4.4;7.7;Piso
2024-01-13;Granada;207.94;1.9;6.6;Casa unifamiliar
2024-01-13;Guadalajara;51.52;2.2;6.6;Piso
2024-01-13;Guipúzcoa;21.12;4.7;5.5;Casa unifamiliar
2024-01-13;Huelva;208.77;3.0;3.3;Dúplex
2024-01-13;Huesca;110.39;4.4;4.4;Piso
2024-01-13;Jaén;283.65;2.6;6.6;Dúplex
2024-01-13;León;23.73;4.9;5.5;Piso
2024-01-13;Lérida;115.95;4.3;5.5;Adosado
2024-01-13;Lugo;239.09;4.2;6.6;Adosado
2024-01-13;Madrid;294.97;3.3;4.4;Casa unifamiliar
2024-01-13;Málaga;256.13;4.8;6.6;Piso
2024-01-13;Murcia;270.02;4.6;3.3;Dúplex
2024-01-13;Navarra;168.26;3.2;7.7;Dúplex
2024-01-13;Orense;185.76;2.3;5.5;Casa unifamiliar
2024-01-13;Palencia;28.25;1.6;6.6;Casa unifamiliar
2024-01-13;Las Palmas;222.01;1.4;5.5;Dúplex
2024-01-13;Pontevedra;41.72;1.4;3.3;Adosado
2024-01-13;La Rioja;125.93;4.7;6.6;Casa unifamiliar
2024-01-13;Salamanca;227.42;4.1;4.4;Adosado
2024-01-13;Segovia;143.59;3.5;3.3;Casa unifamiliar
2024-01-13;Sevilla;39.01;2.8;3.3;Casa unifamiliar
2024-01-13;Soria;229.34;1.6;7.7;Casa unifamiliar
2024-01-13;Tarragona;209.14;2.3;3.3;Piso
2024-01-13;Santa Cruz de Tenerife;29.55;2.2;3.3;Adosado
2024-01-13;Teruel;278.15;4.4;7.7;Adosado
2024-01-13;Toledo;23.15;1.4;3.3;Adosado
2024-01-13;Valencia;254.14;2.2;5.5;Casa unifamiliar
2024-01-13;Valladolid;207.33;3.8;3.3;Adosado
2024-01-13;Vizcaya;114.52;2.2;3.3;Adosado
2024-01-13;Zamora;241.63;3.3;5.5;Adosado
2024-01-13;Zaragoza;143.55;5.0;4.4;Casa unifamiliar
2024-01-14;Álava;225.6;1.9;5.5;Piso
2024-01-14;Albacete;182.38;4.7;7.7;Adosado
2024-01-14;Alicante;186.6;4.2;5.5;Piso
2024-01-14;Almería;123.67;4.7;4.4;Casa unifamiliar
2024-01-14;Asturias;242.49;1.6;3.3;Adosado
2024-01-14;Ávila;245.37;2.0;4.4;Adosado
2024-01-14;Badajoz;47.24;2.2;5.5;Dúplex
2024-01-14;Baleares;277.28;4.8;3.3;Piso
2024-01-14;Barcelona;58.61;3.2;4.4;Casa unifamiliar
2024-01-14;Burgos;28.24;2.1;6.6;Casa unifamiliar
2024-01-14;Cáceres;233.78;2.1;4.4;Dúplex
2024-01-14;Cádiz;98.08;4.6;7.7;Adosado
2024-01-14;Cantabria;226.69;2.1;5.5;Adosado
2024-01-14;Castellón;281.11;2.3;4.4;Dúplex
2024-01-14;Ciudad Real;208.85;4.9;6.6;Piso
2024-01-14;Córdoba;21.33;1.4;6.6;Piso
2024-01-14;La Coruña;57.01;3.8;3.3;Piso
2024-01-14;Cuenca;231.56;3.7;7.7;Casa unifamiliar
2024-01-14;Gerona;205.99;1.5;3.3;Dúplex
2024-01-14;Granada;167.7;4.5;5.5;Adosado
2024-01-14;Guadalajara;227.5;1.1;6.6;Casa unifamiliar
2024-01-14;Guipúzcoa;144.37;1.1;4.4;Piso
2024-01-14;Huelva;242.28;2.2;7.7;Adosado
2024-01-14;Huesca;105.13;4.6;4.4;Dúplex
2024-01-14;Jaén;144.0;4.1;7.7;Piso
2024-01-14;León;166.42;2.1;5.5;Casa unifamiliar
2024-01-14;Lérida;173.84;3.1;6.6;Casa unifamiliar
2024-01-14;Lugo;158.32;3.8;3.3;Dúplex
2024-01-14;Madrid;127.33;3.1;3.3;Casa unifamiliar
2024-01-14;Málaga;39.94;4.9;6.6;Dúplex
2024-01-14;Murcia;168.24;4.6;5.5;Piso
2024-01-14;Navarra;78.36;2.4;3.3;Casa unifamiliar
2024-01-14;Orense;173.67;2.4;6.6;Casa unifamiliar
2024-01-14;Palencia;109.31;1.4;6.6;Dúplex
2024-01-14;Las Palmas;123.09;2.6;4.4;Casa unifamiliar
2024-01-14;Pontevedra;203.94;4.2;7.7;Dúplex
2024-01-14;La Rioja;281.3;1.2;5.5;Adosado
2024-01-14;Salamanca;217.0;4.8;6.6;Piso
2024-01-14;Segovia;148.59;3.2;4.4;Casa unifamiliar
2024-01-14;Sevilla;121.53;3.3;5.5;Casa unifamiliar
2024-01-14;Soria;155.94;3.9;3.3;Casa unifamiliar
2024-01-14;Tarragona;233.98;2.3;3.3;Adosado
2024-01-14;Santa Cruz de Tenerife;20.54;1.9;7.7;Adosado
2024-01-14;Teruel;275.93;1.6;6.6;Dúplex
2024-01-14;Toledo;141.53;2.0;7.7;Dúplex
2024-01-14;Valencia;67.32;2.6;6.6;Casa unifamiliar
2024-01-14;Valladolid;103.11;1.7;4.4;Casa unifamiliar
2024-01-14;Vizcaya;34.0;4.4;4.4;Adosado
2024-01-14;Zamora;275.35;2.3;4.4;Casa unifamiliar
2024-01-14;Zaragoza;30.11;1.6;6.6;Adosado
2024-01-15;Álava;138.62;1.9;4.4;Dúplex
2024-01-15;Albacete;277.31;4.0;7.7;Piso
2024-01-15;Alicante;30.21;2.0;3.3;Piso
2024-01-15;Almería;298.71;2.4;6.6;Casa unifamiliar
2024-01-15;Asturias;111.26;1.4;4.4;Casa unifamiliar
2024-01-15;Ávila;261.18;3.3;3.3;Dúplex
2024-01-15;Badajoz;96.5;4.6;5.5;Piso
2024-01-15;Baleares;204.75;2.8;5.5;Dúplex
2024-01-15;Barcelona;179.74;4.9;6.6;Casa unifamiliar
2024-01-15;Burgos;191.06;2.5;5.5;Adosado
2024-01-15;Cáceres;180.23;4.9;5.5;Piso
2024-01-15;Cádiz;224.36;1.8;6.6;Dúplex
2024-01-15;Cantabria;103.17;4.5;7.7;Piso
2024-01-15;Castellón;104.81;2.5;3.3;Adosado
2024-01-15;Ciudad Real;45.54;2.9;3.3;Dúplex
2024-01-15;Córdoba;59.15;4.0;5.5;Dúplex
2024-01-15;La Coruña;75.07;3.9;4.4;Piso
2024-01-15;Cuenca;187.73;3.0;6.6;Casa unifamiliar
2024-01-15;Gerona;238.32;1.7;6.6;Piso
2024-01-15;Granada;21.87;4.8;6.6;Dúplex
2024-01-15;Guadalajara;35.21;3.2;6.6;Casa unifamiliar
2024-01-15;Guipúzcoa;257.25;2.2;5.5;Adosado
2024-01-15;Huelva;144.72;2.3;5.5;Piso
2024-01-15;Huesca;234.53;1.3;5.5;Dúplex
2024-01-15;Jaén;198.62;1.9;3.3;Adosado
2024-01-15;León;148.83;2.5;3.3;Piso
2024-01-15;Lérida;121.35;4.1;7.7;Adosado
2024-01-15;Lugo;169.41;3.8;7.7;Casa unifamiliar
2024-01-15;Madrid;31.69;3.3;7.7;Dúplex
2024-01-15;Málaga;28.33;2.3;4.4;Dúplex
2024-01-15;Murcia;56.92;3.6;4.4;Adosado
2024-01-15;Navarra;205.88;3.3;6.6;Casa unifamiliar
2024-01-15;Orense;235.75;2.7;5.5;Dúplex
2024-01-15;Palencia;133.85;1.1;5.5;Dúplex
2024-01-15;Las Palmas;151.69;3.6;3.3;Casa unifamiliar
2024-01-15;Pontevedra;279.86;2.1;3.3;Piso
2024-01-15;La Rioja;269.73;2.6;6.6;Adosado
2024-01-15;Salamanca;208.54;2.8;6.6;Casa unifamiliar
2024-01-15;Segovia;122.32;4.6;6.6;Adosado
2024-01-15;Sevilla;130.12;2.5;4.4;Casa unifamiliar
2024-01-15;Soria;230.05;4.0;4.4;Piso
2024-01-15;Tarragona;210.04;3.7;6.6;Casa unifamiliar
2024-01-15;Santa Cruz de Tenerife;41.19;2.4;7.7;Casa unifamiliar
2024-01-15;Teruel;59.04;1.1;3.3;Dúplex
2024-01-15;Toledo;236.62;2.8;7.7;Piso
2024-01-15;Valencia;180.79;3.1;4.4;Piso
2024-01-15;Valladolid;136.89;5.0;7.7;Dúplex
2024-01-15;Vizcaya;238.16;4.6;6.6;Dúplex
2024-01-15;Zamora;79.83;4.8;4.4;Adosado
2024-01-15;Zaragoza;227.57;4.1;5.5;Casa unifamiliar
2024-01-16;Álava;237.92;2.5;6.6;Casa unifamiliar
2024-01-16;Albacete;210.25;1.3;3.3;Dúplex
2024-01-16;Alicante;285.96;1.9;3.3;Casa unifamiliar
2024-01-16;Almería;193.77;2.8;5.5;Casa unifamiliar
2024-01-16;Asturias;75.44;1.0;3.3;Adosado
2024-01-16;Ávila;166.31;3.4;7.7;Casa unifamiliar
2024-01-16;Badajoz;267.47;3.2;7.7;Casa unifamiliar
2024-01-16;Baleares;28.28;1.3;7.7;Casa unifamiliar
2024-01-16;Barcelona;94.85;2.1;4.4;Adosado
2024-01-16;Burgos;210.65;1.6;3.3;Casa unifamiliar
2024-01-16;Cáceres;246.04;1.8;5.5;Adosado
2024-01-16;Cádiz;273.69;2.1;3.3;Adosado
2024-01-16;Cantabria;227.03;3.6;6.6;Casa unifamiliar
2024-01-16;Castellón;161.58;2.2;4.4;Casa unifamiliar
2024-01-16;Ciudad Real;92.93;4.3;3.3;Piso
2024-01-16;Córdoba;255.14;1.9;5.5;Piso
2024-01-16;La Coruña;89.07;3.8;5.5;Dúplex
2024-01-16;Cuenca;212.25;3.5;5.5;Dúplex
2024-01-16;Gerona;203.77;2.8;6.6;Casa unifamiliar
2024-01-16;Granada;97.56;2.3;5.5;Piso
2024-01-16;Guadalajara;40.45;2.1;7.7;Piso
2024-01-16;Guipúzcoa;128.4;2.2;6.6;Dúplex
2024-01-16;Huelva;283.97;1.1;7.7;Casa unifamiliar
2024-01-16;Huesca;44.41;1.5;5.5;Casa unifamiliar
2024-01-16;Jaén;213.9;3.7;7.7;Casa unifamiliar
2024-01-16;León;288.81;1.0;5.5;Dúplex
2024-01-16;Lérida;51.77;1.5;6.6;Adosado
2024-01-16;Lugo;251.44;1.4;6.6;Adosado
2024-01-16;Madrid;273.75;1.5;7.7;Piso
2024-01-16;Málaga;297.19;3.8;5.5;Casa unifamiliar
2024-01-16;Murcia;87.48;1.5;5.5;Dúplex
2024-01-16;Navarra;92.53;3.7;4.4;Casa unifamiliar
2024-01-16;Orense;234.23;1.9;3.3;Casa unifamiliar
2024-01-16;Palencia;86.16;2.9;3.3;Piso
2024-01-16;Las Palmas;223.76;3.9;6.6;Dúplex
2024-01-16;Pontevedra;299.14;2.2;6.6;Piso
2024-01-16;La Rioja;115.39;2.0;3.3;Dúplex
2024-01-16;Salamanca;275.09;2.2;5.5;Dúplex
2024-01-16;Segovia;45.0;5.0;5.5;Dúplex
2024-01-16;Sevilla;53.37;1.9;7.7;Piso
2024-01-16;Soria;209.45;4.9;4.4;Dúplex
2024-01-16;Tarragona;128.55;1.3;5.5;Dúplex
2024-01-16;Santa Cruz de Tenerife;178.6;4.9;4.4;Piso
2024-01-16;Teruel;50.29;4.9;3.3;Dúplex
2024-01-16;Toledo;239.08;1.2;6.6;Adosado
2024-01-16;Valencia;83.12;3.5;3.3;Piso
2024-01-16;Valladolid;69.72;2.4;6.6;Piso
2024-01-16;Vizcaya;100.85;1.1;4.4;Casa unifamiliar
2024-01-16;Zamora;131.64;5.0;3.3;Dúplex
2024-01-16;Zaragoza;274.22;4.9;4.4;Adosado
2024-01-17;Álava;58.24;4.6;4.4;Piso
2024-01-17;Albacete;255.45;1.0;7.7;Adosado
2024-01-17;Alicante;244.86;4.5;3.3;Casa unifamiliar
2024-01-17;Almería;137.95;3.1;3.3;Piso
2024-01-17;Asturias;212.02;2.9;6.6;Casa unifamiliar
2024-01-17;Ávila;110.18;3.7;6.6;Casa unifamiliar
2024-01-17;Badajoz;139.39;1.5;5.5;Dúplex
2024-01-17;Baleares;88.35;1.3;5.5;Dúplex
2024-01-17;Barcelona;185.4;4.2;7.7;Dúplex
2024-01-17;Burgos;62.47;4.0;7.7;Dúplex
2024-01-17;Cáceres;41.17;4.4;7.7;Adosado
2024-01-17;Cádiz;112.48;2.8;4.4;Adosado
2024-01-17;Cantabria;102.54;1.3;7.7;Casa unifamiliar
2024-01-17;Castellón;243.35;3.3;6.6;Casa unifamiliar
2024-01-17;Ciudad Real;220.04;4.4;4.4;Casa unifamiliar
2024-01-17;Córdoba;185.29;3.5;6.6;Adosado
2024-01-17;La Coruña;178.91;1.1;3.3;Casa unifamiliar
2024-01-17;Cuenca;127.5;2.6;5.5;Adosado
2024-01-17;Gerona;259.87;3.7;7.7;Piso
2024-01-17;Granada;96.45;2.9;6.6;Adosado
2024-01-17;Guadalajara;24.35;4.6;3.3;Dúplex
2024-01-17;Guipúzcoa;119.07;2.7;3.3;Adosado
2024-01-17;Huelva;211.27;3.0;3.3;Piso
2024-01-17;Huesca;171.51;4.8;6.6;Piso
2024-01-17;Jaén;202.75;3.5;3.3;Adosado
2024-01-17;León;143.23;4.8;5.5;Casa unifamiliar
2024-01-17;Lérida;23.45;4.8;6.6;Dúplex
2024-01-17;Lugo;36.81;4.7;7.7;Dúplex
2024-01-17;Madrid;215.79;3.1;6.6;Dúplex
2024-01-17;Málaga;60.39;2.5;5.5;Piso
2024-01-17;Murcia;294.81;1.8;3.3;Casa unifamiliar
2024-01-17;Navarra;27.48;4.0;4.4;Casa unifamiliar
2024-01-17;Orense;274.69;2.2;7.7;Adosado
2024-01-17;Palencia;236.47;1.3;4.4;Piso
2024-01-17;Las Palmas;139.42;4.3;7.7;Dúplex
2024-01-17;Pontevedra;222.69;1.9;7.7;Adosado
2024-01-17;La Rioja;246.74;2.9;4.4;Dúplex
2024-01-17;Salamanca;68.89;3.8;6.6;Dúplex
2024-01-17;Segovia;86.34;3.0;5.5;Piso
2024-01-17;Sevilla;267.36;1.6;5.5;Casa unifamiliar
2024-01-17;Soria;101.21;1.9;6.6;Piso
2024-01-17;Tarragona;59.96;4.9;3.3;Casa unifamiliar
2024-01-17;Santa Cruz de Tenerife;182.2;3.8;6.6;Casa unifamiliar
2024-01-17;Teruel;117.47;4.8;7.7;Casa unifamiliar
2024-01-17;Toledo;115.02;4.1;6.6;Dúplex
2024-01-17;Valencia;203.33;4.3;5.5;Casa unifamiliar
2024-01-17;Valladolid;201.61;2.5;3.3;Piso
2024-01-17;Vizcaya;287.46;1.3;6.6;Adosado
2024-01-17;Zamora;258.2;2.4;4.4;Casa unifamiliar
2024-01-17;Zaragoza;56.86;2.2;7.7;Dúplex
2024-01-18;Álava;48.66;4.4;4.4;Casa unifamiliar
2024-01-18;Albacete;248.22;3.4;6.6;Casa unifamiliar
2024-01-18;Alicante;32.82;3.5;5.5;Casa unifamiliar
2024-01-18;Almería;275.35;4.2;6.6;Dúplex
2024-01-18;Asturias;198.62;2.3;6.6;Dúplex
2024-01-18;Ávila;228.37;2.8;6.6;Dúplex
2024-01-18;Badajoz;79.73;3.0;6.6;Adosado
2024-01-18;Baleares;60.56;3.2;7.7;Adosado
2024-01-18;Barcelona;169.38;2.7;4.4;Piso
2024-01-18;Burgos;109.6;4.2;4.4;Adosado
2024-01-18;Cáceres;215.23;3.3;6.6;Dúplex
2024-01-18;Cádiz;220.14;3.3;4.4;Casa unifamiliar
2024-01-18;Cantabria;164.43;4.7;6.6;Piso
2024-01-18;Castellón;281.37;4.0;7.7;Adosado
2024-01-18;Ciudad Real;127.26;2.7;4.4;Dúplex
2024-01-18;Córdoba;64.69;1.7;7.7;Dúplex
2024-01-18;La Coruña;66.26;2.2;6.6;Casa unifamiliar
2024-01-18;Cuenca;72.19;1.5;3.3;Piso
2024-01-18;Gerona;42.77;1.9;4.4;Adosado
2024-01-18;Granada;141.0;3.8;7.7;Casa unifamiliar
2024-01-18;Guadalajara;73.71;1.9;6.6;Adosado
2024-01-18;Guipúzcoa;70.79;3.3;7.7;Piso
2024-01-18;Huelva;42.85;4.0;7.7;Piso
2024-01-18;Huesca;151.11;1.5;3.3;Dúplex
2024-01-18;Jaén;236.71;1.4;4.4;Piso
2024-01-18;León;263.63;4.1;7.7;Adosado
2024-01-18;Lérida;239.38;1.5;5.5;Piso
2024-01-18;Lugo;194.64;3.5;6.6;Piso
2024-01-18;Madrid;236.05;1.2;3.3;Casa unifamiliar
2024-01-18;Málaga;220.4;4.2;4.4;Piso
2024-01-18;Murcia;68.43;1.2;4.4;Dúplex
2024-01-18;Navarra;209.14;4.3;4.4;Piso
2024-01-18;Orense;124.09;4.5;3.3;Casa unifamiliar
2024-01-18;Palencia;38.53;1.0;7.7;Adosado
2024-01-18;Las Palmas;182.89;1.2;5.5;Casa unifamiliar
2024-01-18;Pontevedra;207.75;4.9;7.7;Dúplex
2024-01-18;La Rioja;28.0;3.9;4.4;Casa unifamiliar
2024-01-18;Salamanca;41.31;3.4;3.3;Adosado
2024-01-18;Segovia;206.73;1.9;5.5;Dúplex
2024-01-18;Sevilla;61.49;4.4;6.6;Casa unifamiliar
2024-01-18;Soria;155.88;1.6;5.5;Casa unifamiliar
2024-01-18;Tarragona;182.7;4.5;7.7;Dúplex
2024-01-18;Santa Cruz de Tenerife;126.62;4.4;4.4;Dúplex
2024-01-18;Teruel;278.12;4.4;5.5;Adosado
2024-01-18;Toledo;162.72;3.0;7.7;Casa unifamiliar
2024-01-18;Valencia;254.04;3.8;5.5;Adosado
2024-01-18;Valladolid;181.09;2.2;7.7;Piso
2024-01-18;Vizcaya;218.21;1.8;5.5;Casa unifamiliar
2024-01-18;Zamora;84.62;2.4;3.3;Casa unifamiliar
2024-01-18;Zaragoza;233.75;2.5;4.4;Piso
2024-01-19;Álava;298.89;3.7;4.4;Adosado
2024-01-19;Albacete;99.92;4.4;5.5;Dúplex
